	cmd	descr	duration	enclaved	operation	program	size	time
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:55:44.545285
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000222	False	121393, 196418	gcd	6.0	2021-08-21 12:55:44.548971
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000272	False	1346269, 2178309	gcd	7.0	2021-08-21 12:55:44.553175
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000372	False	14930352, 24157817	gcd	8.0	2021-08-21 12:55:44.557843
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000409	False	102334155, 165580141	gcd	9.0	2021-08-21 12:55:44.563549
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000532	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:55:44.569592
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019895	True	2, 3	gcd	1.0	2021-08-21 12:55:44.582363
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039887	True	13, 21	gcd	2.0	2021-08-21 12:55:44.865259
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064649	True	144, 233	gcd	3.0	2021-08-21 12:55:45.345268
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.090051	True	1597, 2584	gcd	4.0	2021-08-21 12:55:46.073224
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109252	True	10946, 17711	gcd	5.0	2021-08-21 12:55:47.053251
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.13398	True	121393, 196418	gcd	6.0	2021-08-21 12:55:48.225249
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159424	True	1346269, 2178309	gcd	7.0	2021-08-21 12:55:49.645231
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183505	True	14930352, 24157817	gcd	8.0	2021-08-21 12:55:51.321287
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203806	True	102334155, 165580141	gcd	9.0	2021-08-21 12:55:53.237252
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253112	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:55:55.353254
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:55:57.970332
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:55:57.972782
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:55:57.975124
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000148	False	1597, 2584	gcd	4.0	2021-08-21 12:55:57.977931
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000218	False	10946, 17711	gcd	5.0	2021-08-21 12:55:57.981551
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000317	False	121393, 196418	gcd	6.0	2021-08-21 12:55:57.985948
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000382	False	1346269, 2178309	gcd	7.0	2021-08-21 12:55:57.991681
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000424	False	14930352, 24157817	gcd	8.0	2021-08-21 12:55:57.998231
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000511	False	102334155, 165580141	gcd	9.0	2021-08-21 12:55:58.004707
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000593	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:55:58.012289
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.01992	True	2, 3	gcd	1.0	2021-08-21 12:55:58.026127
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039832	True	13, 21	gcd	2.0	2021-08-21 12:55:58.309259
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064961	True	144, 233	gcd	3.0	2021-08-21 12:55:58.789267
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089809	True	1597, 2584	gcd	4.0	2021-08-21 12:55:59.517251
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.11092	True	10946, 17711	gcd	5.0	2021-08-21 12:56:00.497233
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134175	True	121393, 196418	gcd	6.0	2021-08-21 12:56:01.685216
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158814	True	1346269, 2178309	gcd	7.0	2021-08-21 12:56:03.105266
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183517	True	14930352, 24157817	gcd	8.0	2021-08-21 12:56:04.773247
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.204272	True	102334155, 165580141	gcd	9.0	2021-08-21 12:56:06.689240
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253535	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:56:08.813252
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:56:11.434334
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:56:11.436797
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:56:11.439160
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:56:11.441964
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:56:11.445264
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000222	False	121393, 196418	gcd	6.0	2021-08-21 12:56:11.448948
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000272	False	1346269, 2178309	gcd	7.0	2021-08-21 12:56:11.453175
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000372	False	14930352, 24157817	gcd	8.0	2021-08-21 12:56:11.457848
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000428	False	102334155, 165580141	gcd	9.0	2021-08-21 12:56:11.463524
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000564	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:56:11.469821
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.01991	True	2, 3	gcd	1.0	2021-08-21 12:56:11.482450
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039874	True	13, 21	gcd	2.0	2021-08-21 12:56:11.765246
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064545	True	144, 233	gcd	3.0	2021-08-21 12:56:12.245275
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089262	True	1597, 2584	gcd	4.0	2021-08-21 12:56:12.969248
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.108952	True	10946, 17711	gcd	5.0	2021-08-21 12:56:13.941233
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.133986	True	121393, 196418	gcd	6.0	2021-08-21 12:56:15.109238
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158433	True	1346269, 2178309	gcd	7.0	2021-08-21 12:56:16.529252
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.18348	True	14930352, 24157817	gcd	8.0	2021-08-21 12:56:18.193254
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203525	True	102334155, 165580141	gcd	9.0	2021-08-21 12:56:20.109241
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253334	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:56:22.225276
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:56:24.842302
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:56:24.844759
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:56:24.847123
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:56:24.849909
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:56:24.853212
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000222	False	121393, 196418	gcd	6.0	2021-08-21 12:56:24.856913
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000272	False	1346269, 2178309	gcd	7.0	2021-08-21 12:56:24.861094
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000381	False	14930352, 24157817	gcd	8.0	2021-08-21 12:56:24.865773
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000474	False	102334155, 165580141	gcd	9.0	2021-08-21 12:56:24.871661
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000578	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:56:24.878626
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.020169	True	2, 3	gcd	1.0	2021-08-21 12:56:24.891465
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.040043	True	13, 21	gcd	2.0	2021-08-21 12:56:25.177230
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064622	True	144, 233	gcd	3.0	2021-08-21 12:56:25.657255
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.09002	True	1597, 2584	gcd	4.0	2021-08-21 12:56:26.385252
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.108997	True	10946, 17711	gcd	5.0	2021-08-21 12:56:27.365270
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.13509	True	121393, 196418	gcd	6.0	2021-08-21 12:56:28.537249
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.15879	True	1346269, 2178309	gcd	7.0	2021-08-21 12:56:29.969245
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.185229	True	14930352, 24157817	gcd	8.0	2021-08-21 12:56:31.637206
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203776	True	102334155, 165580141	gcd	9.0	2021-08-21 12:56:33.569280
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.254264	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:56:35.685266
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:56:38.314252
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:56:38.316718
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:56:38.319077
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:56:38.321875
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000186	False	10946, 17711	gcd	5.0	2021-08-21 12:56:38.325183
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.00026	False	121393, 196418	gcd	6.0	2021-08-21 12:56:38.329051
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000373	False	1346269, 2178309	gcd	7.0	2021-08-21 12:56:38.333880
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.00055	False	14930352, 24157817	gcd	8.0	2021-08-21 12:56:38.340187
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000556	False	102334155, 165580141	gcd	9.0	2021-08-21 12:56:38.348648
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000592	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:56:38.357402
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.020115	True	2, 3	gcd	1.0	2021-08-21 12:56:38.371063
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039625	True	13, 21	gcd	2.0	2021-08-21 12:56:38.657251
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.065679	True	144, 233	gcd	3.0	2021-08-21 12:56:39.133250
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.08935	True	1597, 2584	gcd	4.0	2021-08-21 12:56:39.869243
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109874	True	10946, 17711	gcd	5.0	2021-08-21 12:56:40.841242
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134026	True	121393, 196418	gcd	6.0	2021-08-21 12:56:42.021250
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159502	True	1346269, 2178309	gcd	7.0	2021-08-21 12:56:43.441238
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.18306	True	14930352, 24157817	gcd	8.0	2021-08-21 12:56:45.117225
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.204559	True	102334155, 165580141	gcd	9.0	2021-08-21 12:56:47.029247
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.254082	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:56:49.153252
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:56:51.778232
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:56:51.780691
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:56:51.783057
