	cmd	descr	duration	enclaved	operation	program	size	time
14	['target/release/factorial', '15']	Time from before all recursive calls to after them	3.6e-05	False		factorial	15.0	2021-08-21 12:31:30.825314
15	['target/release/factorial', '16']	Time from before all recursive calls to after them	3.5e-05	False		factorial	16.0	2021-08-21 12:31:30.827652
16	['target/release/factorial', '17']	Time from before all recursive calls to after them	3.9e-05	False		factorial	17.0	2021-08-21 12:31:30.830011
17	['target/release/factorial', '18']	Time from before all recursive calls to after them	4.1e-05	False		factorial	18.0	2021-08-21 12:31:30.832404
18	['target/release/factorial', '19']	Time from before all recursive calls to after them	4.4e-05	False		factorial	19.0	2021-08-21 12:31:30.834762
19	['target/release/factorial', '20']	Time from before all recursive calls to after them	4.4e-05	False		factorial	20.0	2021-08-21 12:31:30.837162
0	['build/factorial', '1']	Time from before all recursive calls to after them	2e-06	True		factorial	1.0	2021-08-21 12:31:30.845431
1	['build/factorial', '2']	Time from before all recursive calls to after them	0.00993	True		factorial	2.0	2021-08-21 12:31:30.925242
2	['build/factorial', '3']	Time from before all recursive calls to after them	0.014999	True		factorial	3.0	2021-08-21 12:31:31.105195
3	['build/factorial', '4']	Time from before all recursive calls to after them	0.019892	True		factorial	4.0	2021-08-21 12:31:31.333226
4	['build/factorial', '5']	Time from before all recursive calls to after them	0.025027	True		factorial	5.0	2021-08-21 12:31:31.613443
5	['build/factorial', '6']	Time from before all recursive calls to after them	0.029724	True		factorial	6.0	2021-08-21 12:31:31.945255
6	['build/factorial', '7']	Time from before all recursive calls to after them	0.034814	True		factorial	7.0	2021-08-21 12:31:32.321223
7	['build/factorial', '8']	Time from before all recursive calls to after them	0.039639	True		factorial	8.0	2021-08-21 12:31:32.749282
8	['build/factorial', '9']	Time from before all recursive calls to after them	0.044856	True		factorial	9.0	2021-08-21 12:31:33.225192
9	['build/factorial', '10']	Time from before all recursive calls to after them	0.04958	True		factorial	10.0	2021-08-21 12:31:33.753282
10	['build/factorial', '11']	Time from before all recursive calls to after them	0.054478	True		factorial	11.0	2021-08-21 12:31:34.329204
11	['build/factorial', '12']	Time from before all recursive calls to after them	0.05963	True		factorial	12.0	2021-08-21 12:31:34.953241
12	['build/factorial', '13']	Time from before all recursive calls to after them	0.065262	True		factorial	13.0	2021-08-21 12:31:35.629247
13	['build/factorial', '14']	Time from before all recursive calls to after them	0.069626	True		factorial	14.0	2021-08-21 12:31:36.361209
14	['build/factorial', '15']	Time from before all recursive calls to after them	0.074281	True		factorial	15.0	2021-08-21 12:31:37.137250
15	['build/factorial', '16']	Time from before all recursive calls to after them	0.079415	True		factorial	16.0	2021-08-21 12:31:37.961226
16	['build/factorial', '17']	Time from before all recursive calls to after them	0.084192	True		factorial	17.0	2021-08-21 12:31:38.837279
17	['build/factorial', '18']	Time from before all recursive calls to after them	0.089254	True		factorial	18.0	2021-08-21 12:31:39.757192
18	['build/factorial', '19']	Time from before all recursive calls to after them	0.093648	True		factorial	19.0	2021-08-21 12:31:40.729216
19	['build/factorial', '20']	Time from before all recursive calls to after them	0.099144	True		factorial	20.0	2021-08-21 12:31:41.745256
0	['target/release/factorial', '1']	Time from before all recursive calls to after them	2e-06	False		factorial	1.0	2021-08-21 12:31:42.823143
1	['target/release/factorial', '2']	Time from before all recursive calls to after them	3e-06	False		factorial	2.0	2021-08-21 12:31:42.825487
2	['target/release/factorial', '3']	Time from before all recursive calls to after them	5e-06	False		factorial	3.0	2021-08-21 12:31:42.827550
3	['target/release/factorial', '4']	Time from before all recursive calls to after them	7e-06	False		factorial	4.0	2021-08-21 12:31:42.829543
4	['target/release/factorial', '5']	Time from before all recursive calls to after them	1e-05	False		factorial	5.0	2021-08-21 12:31:42.831585
5	['target/release/factorial', '6']	Time from before all recursive calls to after them	1.3e-05	False		factorial	6.0	2021-08-21 12:31:42.833655
6	['target/release/factorial', '7']	Time from before all recursive calls to after them	1.5e-05	False		factorial	7.0	2021-08-21 12:31:42.836003
7	['target/release/factorial', '8']	Time from before all recursive calls to after them	1.6e-05	False		factorial	8.0	2021-08-21 12:31:42.838345
8	['target/release/factorial', '9']	Time from before all recursive calls to after them	1.8e-05	False		factorial	9.0	2021-08-21 12:31:42.840701
9	['target/release/factorial', '10']	Time from before all recursive calls to after them	2.4e-05	False		factorial	10.0	2021-08-21 12:31:42.843092
10	['target/release/factorial', '11']	Time from before all recursive calls to after them	2.9e-05	False		factorial	11.0	2021-08-21 12:31:42.845516
11	['target/release/factorial', '12']	Time from before all recursive calls to after them	3.2e-05	False		factorial	12.0	2021-08-21 12:31:42.848013
12	['target/release/factorial', '13']	Time from before all recursive calls to after them	3.3e-05	False		factorial	13.0	2021-08-21 12:31:42.850578
13	['target/release/factorial', '14']	Time from before all recursive calls to after them	3.7e-05	False		factorial	14.0	2021-08-21 12:31:42.853107
14	['target/release/factorial', '15']	Time from before all recursive calls to after them	4e-05	False		factorial	15.0	2021-08-21 12:31:42.855696
15	['target/release/factorial', '16']	Time from before all recursive calls to after them	4e-05	False		factorial	16.0	2021-08-21 12:31:42.858299
16	['target/release/factorial', '17']	Time from before all recursive calls to after them	4.4e-05	False		factorial	17.0	2021-08-21 12:31:42.860950
17	['target/release/factorial', '18']	Time from before all recursive calls to after them	4.5e-05	False		factorial	18.0	2021-08-21 12:31:42.863615
18	['target/release/factorial', '19']	Time from before all recursive calls to after them	5e-05	False		factorial	19.0	2021-08-21 12:31:42.866283
19	['target/release/factorial', '20']	Time from before all recursive calls to after them	5.3e-05	False		factorial	20.0	2021-08-21 12:31:42.869041
0	['build/factorial', '1']	Time from before all recursive calls to after them	2e-06	True		factorial	1.0	2021-08-21 12:31:42.878200
1	['build/factorial', '2']	Time from before all recursive calls to after them	0.01009	True		factorial	2.0	2021-08-21 12:31:42.957220
2	['build/factorial', '3']	Time from before all recursive calls to after them	0.014842	True		factorial	3.0	2021-08-21 12:31:43.137275
3	['build/factorial', '4']	Time from before all recursive calls to after them	0.019985	True		factorial	4.0	2021-08-21 12:31:43.365219
4	['build/factorial', '5']	Time from before all recursive calls to after them	0.02484	True		factorial	5.0	2021-08-21 12:31:43.645268
5	['build/factorial', '6']	Time from before all recursive calls to after them	0.029865	True		factorial	6.0	2021-08-21 12:31:43.973237
6	['build/factorial', '7']	Time from before all recursive calls to after them	0.034739	True		factorial	7.0	2021-08-21 12:31:44.353279
7	['build/factorial', '8']	Time from before all recursive calls to after them	0.039825	True		factorial	8.0	2021-08-21 12:31:44.781239
8	['build/factorial', '9']	Time from before all recursive calls to after them	0.044599	True		factorial	9.0	2021-08-21 12:31:45.261258
9	['build/factorial', '10']	Time from before all recursive calls to after them	0.049721	True		factorial	10.0	2021-08-21 12:31:45.785231
10	['build/factorial', '11']	Time from before all recursive calls to after them	0.054472	True		factorial	11.0	2021-08-21 12:31:46.361266
11	['build/factorial', '12']	Time from before all recursive calls to after them	0.059676	True		factorial	12.0	2021-08-21 12:31:46.985226
12	['build/factorial', '13']	Time from before all recursive calls to after them	0.064459	True		factorial	13.0	2021-08-21 12:31:47.661277
13	['build/factorial', '14']	Time from before all recursive calls to after them	0.069447	True		factorial	14.0	2021-08-21 12:31:48.385210
14	['build/factorial', '15']	Time from before all recursive calls to after them	0.074247	True		factorial	15.0	2021-08-21 12:31:49.161218
15	['build/factorial', '16']	Time from before all recursive calls to after them	0.07938	True		factorial	16.0	2021-08-21 12:31:49.985220
16	['build/factorial', '17']	Time from before all recursive calls to after them	0.084176	True		factorial	17.0	2021-08-21 12:31:50.857287
17	['build/factorial', '18']	Time from before all recursive calls to after them	0.089139	True		factorial	18.0	2021-08-21 12:31:51.777232
18	['build/factorial', '19']	Time from before all recursive calls to after them	0.093921	True		factorial	19.0	2021-08-21 12:31:52.749228
19	['build/factorial', '20']	Time from before all recursive calls to after them	0.099276	True		factorial	20.0	2021-08-21 12:31:53.769219
0	['target/release/factorial', '1']	Time from before all recursive calls to after them	2e-06	False		factorial	1.0	2021-08-21 12:31:54.847185
1	['target/release/factorial', '2']	Time from before all recursive calls to after them	3e-06	False		factorial	2.0	2021-08-21 12:31:54.849509
2	['target/release/factorial', '3']	Time from before all recursive calls to after them	5e-06	False		factorial	3.0	2021-08-21 12:31:54.851557
3	['target/release/factorial', '4']	Time from before all recursive calls to after them	7e-06	False		factorial	4.0	2021-08-21 12:31:54.853585
4	['target/release/factorial', '5']	Time from before all recursive calls to after them	9e-06	False		factorial	5.0	2021-08-21 12:31:54.855649
5	['target/release/factorial', '6']	Time from before all recursive calls to after them	1.4e-05	False		factorial	6.0	2021-08-21 12:31:54.857914
6	['target/release/factorial', '7']	Time from before all recursive calls to after them	1.5e-05	False		factorial	7.0	2021-08-21 12:31:54.860065
7	['target/release/factorial', '8']	Time from before all recursive calls to after them	1.7e-05	False		factorial	8.0	2021-08-21 12:31:54.862382
8	['target/release/factorial', '9']	Time from before all recursive calls to after them	1.8e-05	False		factorial	9.0	2021-08-21 12:31:54.864725
9	['target/release/factorial', '10']	Time from before all recursive calls to after them	2.4e-05	False		factorial	10.0	2021-08-21 12:31:54.867117
10	['target/release/factorial', '11']	Time from before all recursive calls to after them	2.9e-05	False		factorial	11.0	2021-08-21 12:31:54.869529
11	['target/release/factorial', '12']	Time from before all recursive calls to after them	3.2e-05	False		factorial	12.0	2021-08-21 12:31:54.872017
12	['target/release/factorial', '13']	Time from before all recursive calls to after them	3.3e-05	False		factorial	13.0	2021-08-21 12:31:54.874557
13	['target/release/factorial', '14']	Time from before all recursive calls to after them	3.7e-05	False		factorial	14.0	2021-08-21 12:31:54.877079
14	['target/release/factorial', '15']	Time from before all recursive calls to after them	4e-05	False		factorial	15.0	2021-08-21 12:31:54.879611
15	['target/release/factorial', '16']	Time from before all recursive calls to after them	4e-05	False		factorial	16.0	2021-08-21 12:31:54.882225
16	['target/release/factorial', '17']	Time from before all recursive calls to after them	4.5e-05	False		factorial	17.0	2021-08-21 12:31:54.884798
17	['target/release/factorial', '18']	Time from before all recursive calls to after them	4.6e-05	False		factorial	18.0	2021-08-21 12:31:54.887434
18	['target/release/factorial', '19']	Time from before all recursive calls to after them	4.8e-05	False		factorial	19.0	2021-08-21 12:31:54.890068
19	['target/release/factorial', '20']	Time from before all recursive calls to after them	5.3e-05	False		factorial	20.0	2021-08-21 12:31:54.892753
0	['build/factorial', '1']	Time from before all recursive calls to after them	2e-06	True		factorial	1.0	2021-08-21 12:31:54.901996
1	['build/factorial', '2']	Time from before all recursive calls to after them	0.009997	True		factorial	2.0	2021-08-21 12:31:54.981216
2	['build/factorial', '3']	Time from before all recursive calls to after them	0.014889	True		factorial	3.0	2021-08-21 12:31:55.161260
3	['build/factorial', '4']	Time from before all recursive calls to after them	0.019882	True		factorial	4.0	2021-08-21 12:31:55.389236
4	['build/factorial', '5']	Time from before all recursive calls to after them	0.024796	True		factorial	5.0	2021-08-21 12:31:55.669211
5	['build/factorial', '6']	Time from before all recursive calls to after them	0.029871	True		factorial	6.0	2021-08-21 12:31:55.997237
6	['build/factorial', '7']	Time from before all recursive calls to after them	0.034745	True		factorial	7.0	2021-08-21 12:31:56.377266
7	['build/factorial', '8']	Time from before all recursive calls to after them	0.039704	True		factorial	8.0	2021-08-21 12:31:56.805223
8	['build/factorial', '9']	Time from before all recursive calls to after them	0.044654	True		factorial	9.0	2021-08-21 12:31:57.281229
9	['build/factorial', '10']	Time from before all recursive calls to after them	0.0499	True		factorial	10.0	2021-08-21 12:31:57.809233
10	['build/factorial', '11']	Time from before all recursive calls to after them	0.054729	True		factorial	11.0	2021-08-21 12:31:58.389209
11	['build/factorial', '12']	Time from before all recursive calls to after them	0.059879	True		factorial	12.0	2021-08-21 12:31:59.017203
12	['build/factorial', '13']	Time from before all recursive calls to after them	0.064497	True		factorial	13.0	2021-08-21 12:31:59.697255
13	['build/factorial', '14']	Time from before all recursive calls to after them	0.069528	True		factorial	14.0	2021-08-21 12:32:00.421242
14	['build/factorial', '15']	Time from before all recursive calls to after them	0.074458	True		factorial	15.0	2021-08-21 12:32:01.197239
15	['build/factorial', '16']	Time from before all recursive calls to after them	0.079659	True		factorial	16.0	2021-08-21 12:32:02.021230
16	['build/factorial', '17']	Time from before all recursive calls to after them	0.084292	True		factorial	17.0	2021-08-21 12:32:02.897259
17	['build/factorial', '18']	Time from before all recursive calls to after them	0.089458	True		factorial	18.0	2021-08-21 12:32:03.821241
18	['build/factorial', '19']	Time from before all recursive calls to after them	0.094368	True		factorial	19.0	2021-08-21 12:32:04.797265
19	['build/factorial', '20']	Time from before all recursive calls to after them	0.098949	True		factorial	20.0	2021-08-21 12:32:05.821271
0	['target/release/factorial', '1']	Time from before all recursive calls to after them	2e-06	False		factorial	1.0	2021-08-21 12:32:06.895086
1	['target/release/factorial', '2']	Time from before all recursive calls to after them	4e-06	False		factorial	2.0	2021-08-21 12:32:06.897395
2	['target/release/factorial', '3']	Time from before all recursive calls to after them	5e-06	False		factorial	3.0	2021-08-21 12:32:06.899431
3	['target/release/factorial', '4']	Time from before all recursive calls to after them	7e-06	False		factorial	4.0	2021-08-21 12:32:06.901447
4	['target/release/factorial', '5']	Time from before all recursive calls to after them	9e-06	False		factorial	5.0	2021-08-21 12:32:06.903553
5	['target/release/factorial', '6']	Time from before all recursive calls to after them	1.1e-05	False		factorial	6.0	2021-08-21 12:32:06.905618
6	['target/release/factorial', '7']	Time from before all recursive calls to after them	1.3e-05	False		factorial	7.0	2021-08-21 12:32:06.907698
7	['target/release/factorial', '8']	Time from before all recursive calls to after them	1.4e-05	False		factorial	8.0	2021-08-21 12:32:06.909794
8	['target/release/factorial', '9']	Time from before all recursive calls to after them	1.6e-05	False		factorial	9.0	2021-08-21 12:32:06.911921
9	['target/release/factorial', '10']	Time from before all recursive calls to after them	2.2e-05	False		factorial	10.0	2021-08-21 12:32:06.914090
10	['target/release/factorial', '11']	Time from before all recursive calls to after them	2.6e-05	False		factorial	11.0	2021-08-21 12:32:06.916272
11	['target/release/factorial', '12']	Time from before all recursive calls to after them	2.9e-05	False		factorial	12.0	2021-08-21 12:32:06.918511
12	['target/release/factorial', '13']	Time from before all recursive calls to after them	3e-05	False		factorial	13.0	2021-08-21 12:32:06.920816
13	['target/release/factorial', '14']	Time from before all recursive calls to after them	3.3e-05	False		factorial	14.0	2021-08-21 12:32:06.923079
14	['target/release/factorial', '15']	Time from before all recursive calls to after them	3.6e-05	False		factorial	15.0	2021-08-21 12:32:06.925351
15	['target/release/factorial', '16']	Time from before all recursive calls to after them	3.6e-05	False		factorial	16.0	2021-08-21 12:32:06.927691
16	['target/release/factorial', '17']	Time from before all recursive calls to after them	3.9e-05	False		factorial	17.0	2021-08-21 12:32:06.930029
17	['target/release/factorial', '18']	Time from before all recursive calls to after them	4.1e-05	False		factorial	18.0	2021-08-21 12:32:06.932389
18	['target/release/factorial', '19']	Time from before all recursive calls to after them	4.4e-05	False		factorial	19.0	2021-08-21 12:32:06.934770
19	['target/release/factorial', '20']	Time from before all recursive calls to after them	4.8e-05	False		factorial	20.0	2021-08-21 12:32:06.937185
0	['build/factorial', '1']	Time from before all recursive calls to after them	2e-06	True		factorial	1.0	2021-08-21 12:32:06.945399
1	['build/factorial', '2']	Time from before all recursive calls to after them	0.01005	True		factorial	2.0	2021-08-21 12:32:07.025251
2	['build/factorial', '3']	Time from before all recursive calls to after them	0.014888	True		factorial	3.0	2021-08-21 12:32:07.205263
3	['build/factorial', '4']	Time from before all recursive calls to after them	0.019948	True		factorial	4.0	2021-08-21 12:32:07.433263
4	['build/factorial', '5']	Time from before all recursive calls to after them	0.025077	True		factorial	5.0	2021-08-21 12:32:07.713273
5	['build/factorial', '6']	Time from before all recursive calls to after them	0.029879	True		factorial	6.0	2021-08-21 12:32:08.045279
6	['build/factorial', '7']	Time from before all recursive calls to after them	0.03492	True		factorial	7.0	2021-08-21 12:32:08.425195
7	['build/factorial', '8']	Time from before all recursive calls to after them	0.039713	True		factorial	8.0	2021-08-21 12:32:08.853309
8	['build/factorial', '9']	Time from before all recursive calls to after them	0.044707	True		factorial	9.0	2021-08-21 12:32:09.329266
9	['build/factorial', '10']	Time from before all recursive calls to after them	0.049645	True		factorial	10.0	2021-08-21 12:32:09.857260
10	['build/factorial', '11']	Time from before all recursive calls to after them	0.05464	True		factorial	11.0	2021-08-21 12:32:10.433240
11	['build/factorial', '12']	Time from before all recursive calls to after them	0.059819	True		factorial	12.0	2021-08-21 12:32:11.061190
12	['build/factorial', '13']	Time from before all recursive calls to after them	0.064594	True		factorial	13.0	2021-08-21 12:32:11.741271
13	['build/factorial', '14']	Time from before all recursive calls to after them	0.069855	True		factorial	14.0	2021-08-21 12:32:12.465072
14	['build/factorial', '15']	Time from before all recursive calls to after them	0.074703	True		factorial	15.0	2021-08-21 12:32:13.245283
15	['build/factorial', '16']	Time from before all recursive calls to after them	0.079746	True		factorial	16.0	2021-08-21 12:32:14.073273
16	['build/factorial', '17']	Time from before all recursive calls to after them	0.084402	True		factorial	17.0	2021-08-21 12:32:14.949247
17	['build/factorial', '18']	Time from before all recursive calls to after them	0.089349	True		factorial	18.0	2021-08-21 12:32:15.873232
18	['build/factorial', '19']	Time from before all recursive calls to after them	0.0943	True		factorial	19.0	2021-08-21 12:32:16.845241
19	['build/factorial', '20']	Time from before all recursive calls to after them	0.099283	True		factorial	20.0	2021-08-21 12:32:17.869228
0	['target/release/factorial', '1']	Time from before all recursive calls to after them	2e-06	False		factorial	1.0	2021-08-21 12:32:18.947086
1	['target/release/factorial', '2']	Time from before all recursive calls to after them	3e-06	False		factorial	2.0	2021-08-21 12:32:18.949405
2	['target/release/factorial', '3']	Time from before all recursive calls to after them	5e-06	False		factorial	3.0	2021-08-21 12:32:18.951480
3	['target/release/factorial', '4']	Time from before all recursive calls to after them	7e-06	False		factorial	4.0	2021-08-21 12:32:18.953549
4	['target/release/factorial', '5']	Time from before all recursive calls to after them	1e-05	False		factorial	5.0	2021-08-21 12:32:18.955614
5	['target/release/factorial', '6']	Time from before all recursive calls to after them	1.1e-05	False		factorial	6.0	2021-08-21 12:32:18.957661
6	['target/release/factorial', '7']	Time from before all recursive calls to after them	1.5e-05	False		factorial	7.0	2021-08-21 12:32:18.959789
7	['target/release/factorial', '8']	Time from before all recursive calls to after them	1.6e-05	False		factorial	8.0	2021-08-21 12:32:18.962110
8	['target/release/factorial', '9']	Time from before all recursive calls to after them	1.8e-05	False		factorial	9.0	2021-08-21 12:32:18.964446
9	['target/release/factorial', '10']	Time from before all recursive calls to after them	2.4e-05	False		factorial	10.0	2021-08-21 12:32:18.966891
10	['target/release/factorial', '11']	Time from before all recursive calls to after them	2.9e-05	False		factorial	11.0	2021-08-21 12:32:18.969313
11	['target/release/factorial', '12']	Time from before all recursive calls to after them	3.1e-05	False		factorial	12.0	2021-08-21 12:32:18.971890
12	['target/release/factorial', '13']	Time from before all recursive calls to after them	3.3e-05	False		factorial	13.0	2021-08-21 12:32:18.974377
13	['target/release/factorial', '14']	Time from before all recursive calls to after them	3.7e-05	False		factorial	14.0	2021-08-21 12:32:18.976881
14	['target/release/factorial', '15']	Time from before all recursive calls to after them	4e-05	False		factorial	15.0	2021-08-21 12:32:18.979424
15	['target/release/factorial', '16']	Time from before all recursive calls to after them	4e-05	False		factorial	16.0	2021-08-21 12:32:18.982136
16	['target/release/factorial', '17']	Time from before all recursive calls to after them	4.4e-05	False		factorial	17.0	2021-08-21 12:32:18.984732
17	['target/release/factorial', '18']	Time from before all recursive calls to after them	4.6e-05	False		factorial	18.0	2021-08-21 12:32:18.987353
18	['target/release/factorial', '19']	Time from before all recursive calls to after them	5e-05	False		factorial	19.0	2021-08-21 12:32:18.989970
19	['target/release/factorial', '20']	Time from before all recursive calls to after them	5.3e-05	False		factorial	20.0	2021-08-21 12:32:18.992679
0	['build/factorial', '1']	Time from before all recursive calls to after them	2e-06	True		factorial	1.0	2021-08-21 12:32:19.001883
1	['build/factorial', '2']	Time from before all recursive calls to after them	0.009962	True		factorial	2.0	2021-08-21 12:32:19.081294
2	['build/factorial', '3']	Time from before all recursive calls to after them	0.01499	True		factorial	3.0	2021-08-21 12:32:19.261211
3	['build/factorial', '4']	Time from before all recursive calls to after them	0.019898	True		factorial	4.0	2021-08-21 12:32:19.489234
4	['build/factorial', '5']	Time from before all recursive calls to after them	0.025083	True		factorial	5.0	2021-08-21 12:32:19.769215
5	['build/factorial', '6']	Time from before all recursive calls to after them	0.029911	True		factorial	6.0	2021-08-21 12:32:20.101270
6	['build/factorial', '7']	Time from before all recursive calls to after them	0.034908	True		factorial	7.0	2021-08-21 12:32:20.481285
7	['build/factorial', '8']	Time from before all recursive calls to after them	0.039741	True		factorial	8.0	2021-08-21 12:32:20.909258
8	['build/factorial', '9']	Time from before all recursive calls to after them	0.045099	True		factorial	9.0	2021-08-21 12:32:21.385249
9	['build/factorial', '10']	Time from before all recursive calls to after them	0.04965	True		factorial	10.0	2021-08-21 12:32:21.917277
10	['build/factorial', '11']	Time from before all recursive calls to after them	0.054791	True		factorial	11.0	2021-08-21 12:32:22.493210
11	['build/factorial', '12']	Time from before all recursive calls to after them	0.059516	True		factorial	12.0	2021-08-21 12:32:23.121276
12	['build/factorial', '13']	Time from before all recursive calls to after them	0.064672	True		factorial	13.0	2021-08-21 12:32:23.797240
13	['build/factorial', '14']	Time from before all recursive calls to after them	0.069359	True		factorial	14.0	2021-08-21 12:32:24.525256
14	['build/factorial', '15']	Time from before all recursive calls to after them	0.074662	True		factorial	15.0	2021-08-21 12:32:25.297243
15	['build/factorial', '16']	Time from before all recursive calls to after them	0.079334	True		factorial	16.0	2021-08-21 12:32:26.125262
16	['build/factorial', '17']	Time from before all recursive calls to after them	0.084857	True		factorial	17.0	2021-08-21 12:32:26.997216
17	['build/factorial', '18']	Time from before all recursive calls to after them	0.08935	True		factorial	18.0	2021-08-21 12:32:27.925260
18	['build/factorial', '19']	Time from before all recursive calls to after them	0.094505	True		factorial	19.0	2021-08-21 12:32:28.897239
19	['build/factorial', '20']	Time from before all recursive calls to after them	0.099426	True		factorial	20.0	2021-08-21 12:32:29.921267
0	['target/release/factorial', '1']	Time from before all recursive calls to after them	2e-06	False		factorial	1.0	2021-08-21 12:32:31.003117
1	['target/release/factorial', '2']	Time from before all recursive calls to after them	3e-06	False		factorial	2.0	2021-08-21 12:32:31.005438
2	['target/release/factorial', '3']	Time from before all recursive calls to after them	5e-06	False		factorial	3.0	2021-08-21 12:32:31.007489
3	['target/release/factorial', '4']	Time from before all recursive calls to after them	8e-06	False		factorial	4.0	2021-08-21 12:32:31.009551
4	['target/release/factorial', '5']	Time from before all recursive calls to after them	1.1e-05	False		factorial	5.0	2021-08-21 12:32:31.011794
5	['target/release/factorial', '6']	Time from before all recursive calls to after them	1.4e-05	False		factorial	6.0	2021-08-21 12:32:31.014084
6	['target/release/factorial', '7']	Time from before all recursive calls to after them	1.7e-05	False		factorial	7.0	2021-08-21 12:32:31.016496
7	['target/release/factorial', '8']	Time from before all recursive calls to after them	1.8e-05	False		factorial	8.0	2021-08-21 12:32:31.019181
8	['target/release/factorial', '9']	Time from before all recursive calls to after them	2.1e-05	False		factorial	9.0	2021-08-21 12:32:31.021847
9	['target/release/factorial', '10']	Time from before all recursive calls to after them	2.8e-05	False		factorial	10.0	2021-08-21 12:32:31.024543
10	['target/release/factorial', '11']	Time from before all recursive calls to after them	3.3e-05	False		factorial	11.0	2021-08-21 12:32:31.027330
11	['target/release/factorial', '12']	Time from before all recursive calls to after them	3.5e-05	False		factorial	12.0	2021-08-21 12:32:31.030180
12	['target/release/factorial', '13']	Time from before all recursive calls to after them	3.8e-05	False		factorial	13.0	2021-08-21 12:32:31.033038
13	['target/release/factorial', '14']	Time from before all recursive calls to after them	4.2e-05	False		factorial	14.0	2021-08-21 12:32:31.035901
14	['target/release/factorial', '15']	Time from before all recursive calls to after them	4.3e-05	False		factorial	15.0	2021-08-21 12:32:31.038842
15	['target/release/factorial', '16']	Time from before all recursive calls to after them	4.5e-05	False		factorial	16.0	2021-08-21 12:32:31.041797
16	['target/release/factorial', '17']	Time from before all recursive calls to after them	4.9e-05	False		factorial	17.0	2021-08-21 12:32:31.044775
17	['target/release/factorial', '18']	Time from before all recursive calls to after them	5.3e-05	False		factorial	18.0	2021-08-21 12:32:31.047758
18	['target/release/factorial', '19']	Time from before all recursive calls to after them	5.6e-05	False		factorial	19.0	2021-08-21 12:32:31.050794
19	['target/release/factorial', '20']	Time from before all recursive calls to after them	6.4e-05	False		factorial	20.0	2021-08-21 12:32:31.053857
0	['build/factorial', '1']	Time from before all recursive calls to after them	2e-06	True		factorial	1.0	2021-08-21 12:32:31.064284
1	['build/factorial', '2']	Time from before all recursive calls to after them	0.009992	True		factorial	2.0	2021-08-21 12:32:31.145197
2	['build/factorial', '3']	Time from before all recursive calls to after them	0.015061	True		factorial	3.0	2021-08-21 12:32:31.325248
3	['build/factorial', '4']	Time from before all recursive calls to after them	0.019971	True		factorial	4.0	2021-08-21 12:32:31.557210
4	['build/factorial', '5']	Time from before all recursive calls to after them	0.025017	True		factorial	5.0	2021-08-21 12:32:31.837254
5	['build/factorial', '6']	Time from before all recursive calls to after them	0.029864	True		factorial	6.0	2021-08-21 12:32:32.169235
6	['build/factorial', '7']	Time from before all recursive calls to after them	0.03487	True		factorial	7.0	2021-08-21 12:32:32.549259
7	['build/factorial', '8']	Time from before all recursive calls to after them	0.039968	True		factorial	8.0	2021-08-21 12:32:32.977244
8	['build/factorial', '9']	Time from before all recursive calls to after them	0.045056	True		factorial	9.0	2021-08-21 12:32:33.457211
9	['build/factorial', '10']	Time from before all recursive calls to after them	0.049989	True		factorial	10.0	2021-08-21 12:32:33.989270
10	['build/factorial', '11']	Time from before all recursive calls to after them	0.054738	True		factorial	11.0	2021-08-21 12:32:34.569228
11	['build/factorial', '12']	Time from before all recursive calls to after them	0.059788	True		factorial	12.0	2021-08-21 12:32:35.197257
12	['build/factorial', '13']	Time from before all recursive calls to after them	0.06448	True		factorial	13.0	2021-08-21 12:32:35.873225
13	['build/factorial', '14']	Time from before all recursive calls to after them	0.069782	True		factorial	14.0	2021-08-21 12:32:36.597228
14	['build/factorial', '15']	Time from before all recursive calls to after them	0.074376	True		factorial	15.0	2021-08-21 12:32:37.373210
15	['build/factorial', '16']	Time from before all recursive calls to after them	0.079464	True		factorial	16.0	2021-08-21 12:32:38.197226
16	['build/factorial', '17']	Time from before all recursive calls to after them	0.084293	True		factorial	17.0	2021-08-21 12:32:39.073242
17	['build/factorial', '18']	Time from before all recursive calls to after them	0.089174	True		factorial	18.0	2021-08-21 12:32:39.997244
18	['build/factorial', '19']	Time from before all recursive calls to after them	0.094248	True		factorial	19.0	2021-08-21 12:32:40.969276
19	['build/factorial', '20']	Time from before all recursive calls to after them	0.099118	True		factorial	20.0	2021-08-21 12:32:41.993238
0	['target/release/factorial', '1']	Time from before all recursive calls to after them	2e-06	False		factorial	1.0	2021-08-21 12:32:43.071163
1	['target/release/factorial', '2']	Time from before all recursive calls to after them	3e-06	False		factorial	2.0	2021-08-21 12:32:43.073485
2	['target/release/factorial', '3']	Time from before all recursive calls to after them	5e-06	False		factorial	3.0	2021-08-21 12:32:43.075545
3	['target/release/factorial', '4']	Time from before all recursive calls to after them	7e-06	False		factorial	4.0	2021-08-21 12:32:43.077561
4	['target/release/factorial', '5']	Time from before all recursive calls to after them	9e-06	False		factorial	5.0	2021-08-21 12:32:43.079654
5	['target/release/factorial', '6']	Time from before all recursive calls to after them	1.1e-05	False		factorial	6.0	2021-08-21 12:32:43.081702
6	['target/release/factorial', '7']	Time from before all recursive calls to after them	1.5e-05	False		factorial	7.0	2021-08-21 12:32:43.083795
7	['target/release/factorial', '8']	Time from before all recursive calls to after them	1.6e-05	False		factorial	8.0	2021-08-21 12:32:43.086132
